msg_id,timestamp,app_protocol,message,src_port,dst_port
1194,23.290066,HTTP,GET / HTTP/1.1 ,client_browser ,web_server
1416,26.744919,HTTP,GET /online HTTP/1.1 ,client_browser ,web_server
1419,26.952712,HTTP,HTTP/1.1 301 Moved Permanently  (text/html),web_server,client_browser
1421,26.957391,HTTP,GET /online/ HTTP/1.1 ,client_browser ,web_server
1434,27.161804,HTTP,HTTP/1.1 200 OK  (text/html),web_server,client_browser
1438,27.207864,HTTP,GET /favicon.ico HTTP/1.1 ,client_browser ,web_server
1444,27.411301,HTTP,HTTP/1.1 200 OK  (PNG),web_server,client_browser
